engine_run_time_,engine_rpm_,vehicle_speed_,throttle_,engine_load_,coolant_temperature_,long_term_fuel_trim_bank_1_,short_term_fuel_trim_bank_1_,intake_manifold_pressure_,fuel_tank_,absolute_throttle_b_,pedal_d_,pedal_e_,commanded_throttle_actuator_,fuel_air_commanded_equiv_ratio_,absolute_barometric_pressure_,relative_throttle_position_,intake_air_temp_,timing_advance_,catalyst_temperature_bank1_sensor1_,catalyst_temperature_bank1_sensor2_,control_module_voltage_,commanded_evaporative_purge_,time_run_with_mil_on_,time_since_trouble_codes_cleared_,distance_traveled_with_mil_on_,warm_ups_since_codes_cleared_
964.0,0.0,20.392157,43.137257,36.0,-2.34375,-4.6875,43.0,31.764706,52.549019,16.078432,31.764706,20.0,0.0,100.0,0.784314,27.0,-4.0,209.300003,33.599998,14.121,0.0,0.0,7902.0,0.0,255.0,
964.0,0.0,20.392157,43.137257,36.0,-2.34375,-4.6875,43.0,31.764706,52.549019,16.078432,31.764706,20.0,0.0,100.0,0.784314,27.0,-4.0,209.300003,33.599998,14.121,0.0,0.0,7902.0,0.0,255.0,
977.25,0.0,20.0,43.529411,37.0,-2.34375,-1.5625,45.0,31.764706,52.549019,16.078432,31.764706,20.0,0.0,100.0,0.784314,27.0,-5.0,209.300003,33.599998,14.121,0.0,0.0,7902.0,0.0,255.0,
977.25,0.0,20.0,43.529411,37.0,-2.34375,-1.5625,45.0,31.764706,52.549019,16.078432,31.764706,20.0,0.0,100.0,0.784314,27.0,-5.0,209.300003,33.599998,14.121,0.0,0.0,7902.0,0.0,255.0,
977.25,0.0,20.0,43.529411,37.0,-2.34375,-1.5625,45.0,31.764706,52.549019,16.078432,31.764706,20.392157,0.0,100.0,1.176471,27.0,-5.0,218.700012,34.800003,14.082,0.0,0.0,7902.0,0.0,255.0,
977.25,0.0,20.0,49.803921,37.0,-2.34375,-1.5625,45.0,31.764706,52.549019,16.078432,31.764706,20.392157,0.0,100.0,1.176471,27.0,-5.0,218.700012,34.800003,14.082,0.0,0.0,7902.0,0.0,255.0,
872.5,0.0,20.392157,49.803921,38.0,-1.5625,-2.34375,50.0,31.764706,52.549019,16.078432,31.764706,20.392157,0.0,100.0,1.176471,27.0,8.0,218.700012,34.800003,14.082,0.0,0.0,7902.0,0.0,255.0,
872.5,0.0,20.392157,49.803921,38.0,-1.5625,-2.34375,50.0,30.196079,52.549019,16.078432,31.764706,20.392157,0.0,100.0,1.176471,27.0,8.0,228.299988,36.199997,14.082,0.0,0.0,7902.0,0.0,255.0,
872.5,0.0,20.392157,49.803921,38.0,-1.5625,-2.34375,50.0,30.196079,52.941177,16.078432,31.764706,20.392157,0.0,100.0,1.176471,27.0,8.0,228.299988,36.199997,14.16,0.0,0.0,7902.0,0.0,255.0,
939.75,6.0,20.392157,47.058823,38.0,-1.5625,-6.25,45.0,30.196079,52.941177,16.078432,31.764706,20.392157,0.0,100.0,1.176471,27.0,8.0,228.299988,36.199997,14.16,0.0,0.0,7902.0,0.0,255.0,
939.75,6.0,20.0,47.058823,38.0,-1.5625,-6.25,45.0,30.196079,52.941177,16.078432,31.764706,20.392157,0.0,100.0,1.176471,27.0,-5.0,228.299988,36.199997,14.16,0.0,0.0,7902.0,0.0,255.0,
939.75,6.0,20.0,47.058823,38.0,-1.5625,-6.25,45.0,27.058823,52.941177,16.078432,31.764706,20.392157,0.0,100.0,0.392157,27.0,-5.0,233.0,36.900002,14.179,0.0,0.0,7902.0,0.0,255.0,
939.75,6.0,20.0,47.058823,38.0,-1.5625,-6.25,45.0,27.058823,51.764706,16.078432,31.764706,19.607843,0.0,100.0,0.392157,27.0,-5.0,233.0,36.900002,14.179,0.0,0.0,7902.0,0.0,255.0,
930.25,5.0,19.607843,40.392159,39.0,-2.34375,-10.15625,40.0,27.058823,51.764706,16.078432,31.764706,19.607843,0.0,100.0,0.392157,27.0,-1.0,233.0,36.900002,14.179,0.0,0.0,7902.0,0.0,255.0,
